TSEcod;IBGEcod;Municipio;UF;COD_UF_IBGE;UF_MUN;MAPA_2010;ELE_MUN_2008
19984;2509396;MATUREIA;PB;25;PB_MATUREIA;SIM;SIM
20893;2509404;MOGEIRO;PB;25;PB_MOGEIRO;SIM;SIM
20915;2509503;MONTADAS;PB;25;PB_MONTADAS;SIM;SIM
20931;2509602;MONTE HOREBE;PB;25;PB_MONTE HOREBE;SIM;SIM
20958;2509701;MONTEIRO;PB;25;PB_MONTEIRO;SIM;SIM
20974;2509800;MULUNGU;PB;25;PB_MULUNGU;SIM;SIM
20990;2509909;NATUBA;PB;25;PB_NATUBA;SIM;SIM
21016;2510006;NAZAREZINHO;PB;25;PB_NAZAREZINHO;SIM;SIM
21032;2510105;NOVA FLORESTA;PB;25;PB_NOVA FLORESTA;SIM;SIM
21059;2510204;NOVA OLINDA;PB;25;PB_NOVA OLINDA;SIM;SIM
21075;2510303;NOVA PALMEIRA;PB;25;PB_NOVA PALMEIRA;SIM;SIM
21091;2510402;OLHO D AGUA;PB;25;PB_OLHO D AGUA;SIM;SIM
21113;2510501;OLIVEDOS;PB;25;PB_OLIVEDOS;SIM;SIM
21130;2510600;OURO VELHO;PB;25;PB_OURO VELHO;SIM;SIM
19720;2510659;PARARI;PB;25;PB_PARARI;SIM;SIM
21156;2510709;PASSAGEM;PB;25;PB_PASSAGEM;SIM;SIM
21172;2510808;PATOS;PB;25;PB_PATOS;SIM;SIM
21199;2510907;PAULISTA;PB;25;PB_PAULISTA;SIM;SIM
21210;2511004;PEDRA BRANCA;PB;25;PB_PEDRA BRANCA;SIM;SIM
21237;2511103;PEDRA LAVRADA;PB;25;PB_PEDRA LAVRADA;SIM;SIM
21253;2511202;PEDRAS DE FOGO;PB;25;PB_PEDRAS DE FOGO;SIM;SIM
21270;2511301;PIANCO;PB;25;PB_PIANCO;SIM;SIM
21296;2511400;PICUI;PB;25;PB_PICUI;SIM;SIM
21318;2511509;PILAR;PB;25;PB_PILAR;SIM;SIM
21334;2511608;PILOES;PB;25;PB_PILOES;SIM;SIM
21350;2511707;PILOEZINHOS;PB;25;PB_PILOEZINHOS;SIM;SIM
21377;2511806;PIRPIRITUBA;PB;25;PB_PIRPIRITUBA;SIM;SIM
21393;2511905;PITIMBU;PB;25;PB_PITIMBU;SIM;SIM
21415;2512002;POCINHOS;PB;25;PB_POCINHOS;SIM;SIM
19640;2512036;POCO DANTAS;PB;25;PB_POCO DANTAS;SIM;SIM
19526;2512077;POCO DE JOSE DE MOURA;PB;25;PB_POCO DE JOSE DE MOURA;SIM;SIM
21431;2512101;POMBAL;PB;25;PB_POMBAL;SIM;SIM
21458;2512200;PRATA;PB;25;PB_PRATA;SIM;SIM
21474;2512309;PRINCESA ISABEL;PB;25;PB_PRINCESA ISABEL;SIM;SIM
21490;2512408;PUXINANA;PB;25;PB_PUXINANA;SIM;SIM
21512;2512507;QUEIMADAS;PB;25;PB_QUEIMADAS;SIM;SIM
21539;2512606;QUIXABA;PB;25;PB_QUIXABA;SIM;SIM
21555;2512705;REMIGIO;PB;25;PB_REMIGIO;SIM;SIM
19747;2512721;PEDRO REGIS;PB;25;PB_PEDRO REGIS;SIM;SIM
19208;2512747;RIACHAO;PB;25;PB_RIACHAO;SIM;SIM
19127;2512754;RIACHAO DO BACAMARTE;PB;25;PB_RIACHAO DO BACAMARTE;SIM;SIM
19003;2512762;RIACHAO DO POCO;PB;25;PB_RIACHAO DO POCO;SIM;SIM
19828;2512788;RIACHO DE SANTO ANTONIO;PB;25;PB_RIACHO DE SANTO ANTONIO;SIM;SIM
21571;2512804;RIACHO DOS CAVALOS;PB;25;PB_RIACHO DOS CAVALOS;SIM;SIM
21598;2512903;RIO TINTO;PB;25;PB_RIO TINTO;SIM;SIM
21610;2513000;SALGADINHO;PB;25;PB_SALGADINHO;SIM;SIM
21636;2513109;SALGADO DE SAO FELIX;PB;25;PB_SALGADO DE SAO FELIX;SIM;SIM
20001;2513158;SANTA CECILIA;PB;25;PB_SANTA CECILIA;SIM;SIM
21652;2513208;SANTA CRUZ;PB;25;PB_SANTA CRUZ;SIM;SIM
21679;2513307;SANTA HELENA;PB;25;PB_SANTA HELENA;SIM;SIM
19569;2513356;SANTA INES;PB;25;PB_SANTA INES;SIM;SIM
21695;2513406;SANTA LUZIA;PB;25;PB_SANTA LUZIA;SIM;SIM
21717;2513505;SANTANA DE MANGUEIRA;PB;25;PB_SANTANA DE MANGUEIRA;SIM;SIM
21733;2513604;SANTANA DOS GARROTES;PB;25;PB_SANTANA DOS GARROTES;SIM;SIM
19666;2513653;SANTAREM;PB;25;PB_SANTAREM;SIM;SIM
21750;2513703;SANTA RITA;PB;25;PB_SANTA RITA;SIM;SIM
21776;2513802;SANTA TERESINHA;PB;25;PB_SANTA TERESINHA;SIM;SIM
19267;2513851;SANTO ANDRE;PB;25;PB_SANTO ANDRE;SIM;SIM
21792;2513901;SAO BENTO;PB;25;PB_SAO BENTO;SIM;SIM
19402;2513927;SAO BENTINHO;PB;25;PB_SAO BENTINHO;SIM;SIM
19224;2513943;SAO DOMINGOS DO CARIRI;PB;25;PB_SAO DOMINGOS DO CARIRI;SIM;SIM
19429;2513968;SAO DOMINGOS DE POMBAL;PB;25;PB_SAO DOMINGOS DE POMBAL;SIM;SIM
19860;2513984;SAO FRANCISCO;PB;25;PB_SAO FRANCISCO;SIM;SIM
21814;2514008;SAO JOAO DO CARIRI;PB;25;PB_SAO JOAO DO CARIRI;SIM;SIM
21830;2514107;SAO JOAO DO TIGRE;PB;25;PB_SAO JOAO DO TIGRE;SIM;SIM
21857;2514206;SAO JOSE DA LAGOA TAPADA;PB;25;PB_SAO JOSE DA LAGOA TAPADA;SIM;SIM
21873;2514305;SAO JOSE DE CAIANA;PB;25;PB_SAO JOSE DE CAIANA;SIM;SIM
21890;2514404;SAO JOSE DE ESPINHARAS;PB;25;PB_SAO JOSE DE ESPINHARAS;SIM;SIM
19046;2514453;SAO JOSE DOS RAMOS;PB;25;PB_SAO JOSE DOS RAMOS;SIM;SIM
21911;2514503;SAO JOSE DE PIRANHAS;PB;25;PB_SAO JOSE DE PIRANHAS;SIM;SIM
19445;2514552;SAO JOSE DE PRINCESA;PB;25;PB_SAO JOSE DE PRINCESA;SIM;SIM
21938;2514602;SAO JOSE DO BONFIM;PB;25;PB_SAO JOSE DO BONFIM;SIM;SIM
19542;2514651;SAO JOSE DO BREJO DO CRUZ;PB;25;PB_SAO JOSE DO BREJO DO CRUZ;SIM;SIM
21954;2514701;SAO JOSE DO SABUGI;PB;25;PB_SAO JOSE DO SABUGI;SIM;SIM
21970;2514800;SAO JOSE DOS CORDEIROS;PB;25;PB_SAO JOSE DOS CORDEIROS;SIM;SIM
21997;2514909;SAO MAMEDE;PB;25;PB_SAO MAMEDE;SIM;SIM
22012;2515005;SAO MIGUEL DE TAIPU;PB;25;PB_SAO MIGUEL DE TAIPU;SIM;SIM
22039;2515104;SAO SEBASTIAO DE LAGOA DE;PB;25;PB_SAO SEBASTIAO DE LAGOA DE;SIM;SIM
22055;2515203;SAO SEBASTIAO DO UMBUZEIR;PB;25;PB_SAO SEBASTIAO DO UMBUZEIR;SIM;SIM
22071;2515302;SAPE;PB;25;PB_SAPE;SIM;SIM
22098;2515401;SERIDO;PB;25;PB_SERIDO;SIM;SIM
22110;2515500;SERRA BRANCA;PB;25;PB_SERRA BRANCA;SIM;SIM
22136;2515609;SERRA DA RAIZ;PB;25;PB_SERRA DA RAIZ;SIM;SIM
22152;2515708;SERRA GRANDE;PB;25;PB_SERRA GRANDE;SIM;SIM
22179;2515807;SERRA REDONDA;PB;25;PB_SERRA REDONDA;SIM;SIM
22195;2515906;SERRARIA;PB;25;PB_SERRARIA;SIM;SIM
19186;2515930;SERTAOZINHO;PB;25;PB_SERTAOZINHO;SIM;SIM
19020;2515971;SOBRADO;PB;25;PB_SOBRADO;SIM;SIM
22217;2516003;SOLANEA;PB;25;PB_SOLANEA;SIM;SIM
22233;2516102;SOLEDADE;PB;25;PB_SOLEDADE;SIM;SIM
19283;2516151;SOSSEGO;PB;25;PB_SOSSEGO;SIM;SIM
22250;2516201;SOUSA;PB;25;PB_SOUSA;SIM;SIM
22276;2516300;SUME;PB;25;PB_SUME;SIM;SIM
22292;2516409;CAMPO DE SANTANA;PB;25;PB_CAMPO DE SANTANA;SIM;SIM
22314;2516508;TAPEROA;PB;25;PB_TAPEROA;SIM;SIM
22330;2516607;TAVARES;PB;25;PB_TAVARES;SIM;SIM
22357;2516706;TEIXEIRA;PB;25;PB_TEIXEIRA;SIM;SIM
19682;2516755;TENORIO;PB;25;PB_TENORIO;SIM;SIM
22373;2516805;TRIUNFO;PB;25;PB_TRIUNFO;SIM;SIM
22390;2516904;UIRAUNA;PB;25;PB_UIRAUNA;SIM;SIM
22411;2517001;UMBUZEIRO;PB;25;PB_UMBUZEIRO;SIM;SIM
22438;2517100;VARZEA;PB;25;PB_VARZEA;SIM;SIM
19887;2517209;VIEIROPOLIS;PB;25;PB_VIEIROPOLIS;SIM;SIM
19348;2517407;ZABELE;PB;25;PB_ZABELE;SIM;SIM
26310;2600054;ABREU E LIMA;PE;26;PE_ABREU E LIMA;SIM;SIM
23019;2600104;AFOGADOS DA INGAZEIRA;PE;26;PE_AFOGADOS DA INGAZEIRA;SIM;SIM
23035;2600203;AFRANIO;PE;26;PE_AFRANIO;SIM;SIM
23051;2600302;AGRESTINA;PE;26;PE_AGRESTINA;SIM;SIM
23078;2600401;AGUA PRETA;PE;26;PE_AGUA PRETA;SIM;SIM
23094;2600500;AGUAS BELAS;PE;26;PE_AGUAS BELAS;SIM;SIM
23116;2600609;ALAGOINHA;PE;26;PE_ALAGOINHA;SIM;SIM
23132;2600708;ALIANCA;PE;26;PE_ALIANCA;SIM;SIM
23159;2600807;ALTINHO;PE;26;PE_ALTINHO;SIM;SIM
23175;2600906;AMARAJI;PE;26;PE_AMARAJI;SIM;SIM
23191;2601003;ANGELIM;PE;26;PE_ANGELIM;SIM;SIM
23205;2601052;ARACOIABA;PE;26;PE_ARACOIABA;SIM;SIM
23213;2601102;ARARIPINA;PE;26;PE_ARARIPINA;SIM;SIM
23230;2601201;ARCOVERDE;PE;26;PE_ARCOVERDE;SIM;SIM
23256;2601300;BARRA DE GUABIRABA;PE;26;PE_BARRA DE GUABIRABA;SIM;SIM
23272;2601409;BARREIROS;PE;26;PE_BARREIROS;SIM;SIM
23299;2601508;BELEM DE MARIA;PE;26;PE_BELEM DE MARIA;SIM;SIM
23310;2601607;BELEM DE SAO FRANCISCO;PE;26;PE_BELEM DE SAO FRANCISCO;SIM;SIM
23337;2601706;BELO JARDIM;PE;26;PE_BELO JARDIM;SIM;SIM
23353;2601805;BETANIA;PE;26;PE_BETANIA;SIM;SIM
23370;2601904;BEZERROS;PE;26;PE_BEZERROS;SIM;SIM
23396;2602001;BODOCO;PE;26;PE_BODOCO;SIM;SIM
23418;2602100;BOM CONSELHO;PE;26;PE_BOM CONSELHO;SIM;SIM
23434;2602209;BOM JARDIM;PE;26;PE_BOM JARDIM;SIM;SIM
23450;2602308;BONITO;PE;26;PE_BONITO;SIM;SIM
23477;2602407;BREJAO;PE;26;PE_BREJAO;SIM;SIM
23493;2602506;BREJINHO;PE;26;PE_BREJINHO;SIM;SIM
23515;2602605;BREJO DA MADRE DE DEUS;PE;26;PE_BREJO DA MADRE DE DEUS;SIM;SIM
23531;2602704;BUENOS AIRES;PE;26;PE_BUENOS AIRES;SIM;SIM
23558;2602803;BUIQUE;PE;26;PE_BUIQUE;SIM;SIM
23574;2602902;CABO DE SANTO AGOSTINHO;PE;26;PE_CABO DE SANTO AGOSTINHO;SIM;SIM
23590;2603009;CABROBO;PE;26;PE_CABROBO;SIM;SIM
23612;2603108;CACHOEIRINHA;PE;26;PE_CACHOEIRINHA;SIM;SIM
23639;2603207;CAETES;PE;26;PE_CAETES;SIM;SIM
23655;2603306;CALCADO;PE;26;PE_CALCADO;SIM;SIM
23671;2603405;CALUMBI;PE;26;PE_CALUMBI;SIM;SIM
26298;2603454;CAMARAGIBE;PE;26;PE_CAMARAGIBE;SIM;SIM
23698;2603504;CAMOCIM DE SAO FELIX;PE;26;PE_CAMOCIM DE SAO FELIX;SIM;SIM
23710;2603603;CAMUTANGA;PE;26;PE_CAMUTANGA;SIM;SIM
23736;2603702;CANHOTINHO;PE;26;PE_CANHOTINHO;SIM;SIM
23752;2603801;CAPOEIRAS;PE;26;PE_CAPOEIRAS;SIM;SIM
23779;2603900;CARNAIBA;PE;26;PE_CARNAIBA;SIM;SIM
23167;2603926;CARNAUBEIRA DA PENHA;PE;26;PE_CARNAUBEIRA DA PENHA;SIM;SIM
23795;2604007;CARPINA;PE;26;PE_CARPINA;SIM;SIM
23817;2604106;CARUARU;PE;26;PE_CARUARU;SIM;SIM
23221;2604155;CASINHAS;PE;26;PE_CASINHAS;SIM;SIM
23833;2604205;CATENDE;PE;26;PE_CATENDE;SIM;SIM
23850;2604304;CEDRO;PE;26;PE_CEDRO;SIM;SIM
23876;2604403;CHA DE ALEGRIA;PE;26;PE_CHA DE ALEGRIA;SIM;SIM
23892;2604502;CHA GRANDE;PE;26;PE_CHA GRANDE;SIM;SIM
23914;2604601;CONDADO;PE;26;PE_CONDADO;SIM;SIM
23930;2604700;CORRENTES;PE;26;PE_CORRENTES;SIM;SIM
23957;2604809;CORTES;PE;26;PE_CORTES;SIM;SIM
23973;2604908;CUMARU;PE;26;PE_CUMARU;SIM;SIM
23990;2605004;CUPIRA;PE;26;PE_CUPIRA;SIM;SIM
24015;2605103;CUSTODIA;PE;26;PE_CUSTODIA;SIM;SIM
23140;2605152;DORMENTES;PE;26;PE_DORMENTES;SIM;SIM
24031;2605202;ESCADA;PE;26;PE_ESCADA;SIM;SIM
24058;2605301;EXU;PE;26;PE_EXU;SIM;SIM
24074;2605400;FEIRA NOVA;PE;26;PE_FEIRA NOVA;SIM;SIM
30015;2605459;FERNANDO DE NORONHA;PE;26;PE_FERNANDO DE NORONHA;SIM;NAO
24090;2605509;FERREIROS;PE;26;PE_FERREIROS;SIM;SIM
24112;2605608;FLORES;PE;26;PE_FLORES;SIM;SIM
24139;2605707;FLORESTA;PE;26;PE_FLORESTA;SIM;SIM
24155;2605806;FREI MIGUELINHO;PE;26;PE_FREI MIGUELINHO;SIM;SIM
24171;2605905;GAMELEIRA;PE;26;PE_GAMELEIRA;SIM;SIM
24198;2606002;GARANHUNS;PE;26;PE_GARANHUNS;SIM;SIM
24210;2606101;GLORIA DO GOITA;PE;26;PE_GLORIA DO GOITA;SIM;SIM
24236;2606200;GOIANA;PE;26;PE_GOIANA;SIM;SIM
24252;2606309;GRANITO;PE;26;PE_GRANITO;SIM;SIM
24279;2606408;GRAVATA;PE;26;PE_GRAVATA;SIM;SIM
24295;2606507;IATI;PE;26;PE_IATI;SIM;SIM
24317;2606606;IBIMIRIM;PE;26;PE_IBIMIRIM;SIM;SIM
24333;2606705;IBIRAJUBA;PE;26;PE_IBIRAJUBA;SIM;SIM
24350;2606804;IGARASSU;PE;26;PE_IGARASSU;SIM;SIM
24376;2606903;IGUARACI;PE;26;PE_IGUARACI;SIM;SIM
24392;2607000;INAJA;PE;26;PE_INAJA;SIM;SIM
24414;2607109;INGAZEIRA;PE;26;PE_INGAZEIRA;SIM;SIM
24430;2607208;IPOJUCA;PE;26;PE_IPOJUCA;SIM;SIM
24457;2607307;IPUBI;PE;26;PE_IPUBI;SIM;SIM
24473;2607406;ITACURUBA;PE;26;PE_ITACURUBA;SIM;SIM
24490;2607505;ITAIBA;PE;26;PE_ITAIBA;SIM;SIM
24511;2607604;ILHA DE ITAMARACA;PE;26;PE_ILHA DE ITAMARACA;SIM;SIM
25976;2607653;ITAMBE;PE;26;PE_ITAMBE;SIM;SIM
24538;2607703;ITAPETIM;PE;26;PE_ITAPETIM;SIM;SIM
26336;2607752;ITAPISSUMA;PE;26;PE_ITAPISSUMA;SIM;SIM
24554;2607802;ITAQUITINGA;PE;26;PE_ITAQUITINGA;SIM;SIM
24570;2607901;JABOATAO DOS GUARARAPES;PE;26;PE_JABOATAO DOS GUARARAPES;SIM;SIM
23302;2607950;JAQUEIRA;PE;26;PE_JAQUEIRA;SIM;SIM
24597;2608008;JATAUBA;PE;26;PE_JATAUBA;SIM;SIM
23264;2608057;JATOBA;PE;26;PE_JATOBA;SIM;SIM
24619;2608107;JOAO ALFREDO;PE;26;PE_JOAO ALFREDO;SIM;SIM
24635;2608206;JOAQUIM NABUCO;PE;26;PE_JOAQUIM NABUCO;SIM;SIM
23124;2608255;JUCATI;PE;26;PE_JUCATI;SIM;SIM
24651;2608305;JUPI;PE;26;PE_JUPI;SIM;SIM
24678;2608404;JUREMA;PE;26;PE_JUREMA;SIM;SIM
23027;2608453;LAGOA DO CARRO;PE;26;PE_LAGOA DO CARRO;SIM;SIM
24694;2608503;LAGOA DO ITAENGA;PE;26;PE_LAGOA DO ITAENGA;SIM;SIM
24716;2608602;LAGOA DO OURO;PE;26;PE_LAGOA DO OURO;SIM;SIM
24732;2608701;LAGOA DOS GATOS;PE;26;PE_LAGOA DOS GATOS;SIM;SIM
23183;2608750;LAGOA GRANDE;PE;26;PE_LAGOA GRANDE;SIM;SIM
24759;2608800;LAJEDO;PE;26;PE_LAJEDO;SIM;SIM
24775;2608909;LIMOEIRO;PE;26;PE_LIMOEIRO;SIM;SIM
24791;2609006;MACAPARANA;PE;26;PE_MACAPARANA;SIM;SIM
24813;2609105;MACHADOS;PE;26;PE_MACHADOS;SIM;SIM
23248;2609154;MANARI;PE;26;PE_MANARI;SIM;SIM
24830;2609204;MARAIAL;PE;26;PE_MARAIAL;SIM;SIM
24856;2609303;MIRANDIBA;PE;26;PE_MIRANDIBA;SIM;SIM
24872;2609402;MORENO;PE;26;PE_MORENO;SIM;SIM
24899;2609501;NAZARE DA MATA;PE;26;PE_NAZARE DA MATA;SIM;SIM
24910;2609600;OLINDA;PE;26;PE_OLINDA;SIM;SIM
24937;2609709;OROBO;PE;26;PE_OROBO;SIM;SIM
24953;2609808;OROCO;PE;26;PE_OROCO;SIM;SIM
24970;2609907;OURICURI;PE;26;PE_OURICURI;SIM;SIM
24996;2610004;PALMARES;PE;26;PE_PALMARES;SIM;SIM
25011;2610103;PALMEIRINA;PE;26;PE_PALMEIRINA;SIM;SIM
25038;2610202;PANELAS;PE;26;PE_PANELAS;SIM;SIM
25054;2610301;PARANATAMA;PE;26;PE_PARANATAMA;SIM;SIM
25070;2610400;PARNAMIRIM;PE;26;PE_PARNAMIRIM;SIM;SIM
25097;2610509;PASSIRA;PE;26;PE_PASSIRA;SIM;SIM
25119;2610608;PAUDALHO;PE;26;PE_PAUDALHO;SIM;SIM
25135;2610707;PAULISTA;PE;26;PE_PAULISTA;SIM;SIM
25151;2610806;PEDRA;PE;26;PE_PEDRA;SIM;SIM
25178;2610905;PESQUEIRA;PE;26;PE_PESQUEIRA;SIM;SIM
25194;2611002;PETROLANDIA;PE;26;PE_PETROLANDIA;SIM;SIM
25216;2611101;PETROLINA;PE;26;PE_PETROLINA;SIM;SIM
25232;2611200;POCAO;PE;26;PE_POCAO;SIM;SIM
25259;2611309;POMBOS;PE;26;PE_POMBOS;SIM;SIM
25275;2611408;PRIMAVERA;PE;26;PE_PRIMAVERA;SIM;SIM
25291;2611507;QUIPAPA;PE;26;PE_QUIPAPA;SIM;SIM
23000;2611533;QUIXABA;PE;26;PE_QUIXABA;SIM;SIM
25313;2611606;RECIFE;PE;26;PE_RECIFE;SIM;SIM
25330;2611705;RIACHO DAS ALMAS;PE;26;PE_RIACHO DAS ALMAS;SIM;SIM
25356;2611804;RIBEIRAO;PE;26;PE_RIBEIRAO;SIM;SIM
25372;2611903;RIO FORMOSO;PE;26;PE_RIO FORMOSO;SIM;SIM
25399;2612000;SAIRE;PE;26;PE_SAIRE;SIM;SIM
25410;2612109;SALGADINHO;PE;26;PE_SALGADINHO;SIM;SIM
25437;2612208;SALGUEIRO;PE;26;PE_SALGUEIRO;SIM;SIM
25453;2612307;SALOA;PE;26;PE_SALOA;SIM;SIM
25470;2612406;SANHARO;PE;26;PE_SANHARO;SIM;SIM
23108;2612455;SANTA CRUZ;PE;26;PE_SANTA CRUZ;SIM;SIM
23043;2612471;SANTA CRUZ DA BAIXA VERDE;PE;26;PE_SANTA CRUZ DA BAIXA VERDE;SIM;SIM
25496;2612505;SANTA CRUZ DO CAPIBARIBE;PE;26;PE_SANTA CRUZ DO CAPIBARIBE;SIM;SIM
23329;2612554;SANTA FILOMENA;PE;26;PE_SANTA FILOMENA;SIM;SIM
25518;2612604;SANTA MARIA DA BOA VISTA;PE;26;PE_SANTA MARIA DA BOA VISTA;SIM;SIM
25534;2612703;SANTA MARIA DO CAMBUCA;PE;26;PE_SANTA MARIA DO CAMBUCA;SIM;SIM
25550;2612802;SANTA TEREZINHA;PE;26;PE_SANTA TEREZINHA;SIM;SIM
25577;2612901;SAO BENEDITO DO SUL;PE;26;PE_SAO BENEDITO DO SUL;SIM;SIM
25593;2613008;SAO BENTO DO UNA;PE;26;PE_SAO BENTO DO UNA;SIM;SIM
25615;2613107;SAO CAITANO;PE;26;PE_SAO CAITANO;SIM;SIM
25631;2613206;SAO JOAO;PE;26;PE_SAO JOAO;SIM;SIM
25658;2613305;SAO JOAQUIM DO MONTE;PE;26;PE_SAO JOAQUIM DO MONTE;SIM;SIM
25674;2613404;SAO JOSE DA COROA GRANDE;PE;26;PE_SAO JOSE DA COROA GRANDE;SIM;SIM
25690;2613503;SAO JOSE DO BELMONTE;PE;26;PE_SAO JOSE DO BELMONTE;SIM;SIM
25712;2613602;SAO JOSE DO EGITO;PE;26;PE_SAO JOSE DO EGITO;SIM;SIM
25739;2613701;SAO LOURENCO DA MATA;PE;26;PE_SAO LOURENCO DA MATA;SIM;SIM
25755;2613800;SAO VICENTE FERRER;PE;26;PE_SAO VICENTE FERRER;SIM;SIM
25771;2613909;SERRA TALHADA;PE;26;PE_SERRA TALHADA;SIM;SIM
25798;2614006;SERRITA;PE;26;PE_SERRITA;SIM;SIM
25810;2614105;SERTANIA;PE;26;PE_SERTANIA;SIM;SIM
25836;2614204;SIRINHAEM;PE;26;PE_SIRINHAEM;SIM;SIM
25852;2614303;MOREILANDIA;PE;26;PE_MOREILANDIA;SIM;SIM
25879;2614402;SOLIDAO;PE;26;PE_SOLIDAO;SIM;SIM
25895;2614501;SURUBIM;PE;26;PE_SURUBIM;SIM;SIM
25917;2614600;TABIRA;PE;26;PE_TABIRA;SIM;SIM
25933;2614709;TACAIMBO;PE;26;PE_TACAIMBO;SIM;SIM
25950;2614808;TACARATU;PE;26;PE_TACARATU;SIM;SIM
23280;2614857;TAMANDARE;PE;26;PE_TAMANDARE;SIM;SIM
25992;2615003;TAQUARITINGA DO NORTE;PE;26;PE_TAQUARITINGA DO NORTE;SIM;SIM
26018;2615102;TEREZINHA;PE;26;PE_TEREZINHA;SIM;SIM
26034;2615201;TERRA NOVA;PE;26;PE_TERRA NOVA;SIM;SIM
26050;2615300;TIMBAUBA;PE;26;PE_TIMBAUBA;SIM;SIM
26077;2615409;TORITAMA;PE;26;PE_TORITAMA;SIM;SIM
26093;2615508;TRACUNHAEM;PE;26;PE_TRACUNHAEM;SIM;SIM
26115;2615607;TRINDADE;PE;26;PE_TRINDADE;SIM;SIM
26131;2615706;TRIUNFO;PE;26;PE_TRIUNFO;SIM;SIM
26158;2615805;TUPANATINGA;PE;26;PE_TUPANATINGA;SIM;SIM
26174;2615904;TUPARETAMA;PE;26;PE_TUPARETAMA;SIM;SIM
26190;2616001;VENTUROSA;PE;26;PE_VENTUROSA;SIM;SIM
26212;2616100;VERDEJANTE;PE;26;PE_VERDEJANTE;SIM;SIM
23086;2616183;VERTENTE DO LERIO;PE;26;PE_VERTENTE DO LERIO;SIM;SIM
26239;2616209;VERTENTES;PE;26;PE_VERTENTES;SIM;SIM
26255;2616308;VICENCIA;PE;26;PE_VICENCIA;SIM;SIM
26271;2616407;VITORIA DE SANTO ANTAO;PE;26;PE_VITORIA DE SANTO ANTAO;SIM;SIM
23060;2616506;XEXEU;PE;26;PE_XEXEU;SIM;SIM
27014;2700102;AGUA BRANCA;AL;27;AL_AGUA BRANCA;SIM;SIM
27030;2700201;ANADIA;AL;27;AL_ANADIA;SIM;SIM
27057;2700300;ARAPIRACA;AL;27;AL_ARAPIRACA;SIM;SIM
27073;2700409;ATALAIA;AL;27;AL_ATALAIA;SIM;SIM
27090;2700508;BARRA DE SANTO ANTONIO;AL;27;AL_BARRA DE SANTO ANTONIO;SIM;SIM
27111;2700607;BARRA DE SAO MIGUEL;AL;27;AL_BARRA DE SAO MIGUEL;SIM;SIM
27138;2700706;BATALHA;AL;27;AL_BATALHA;SIM;SIM
27154;2700805;BELEM;AL;27;AL_BELEM;SIM;SIM
27170;2700904;BELO MONTE;AL;27;AL_BELO MONTE;SIM;SIM
27197;2701001;BOCA DA MATA;AL;27;AL_BOCA DA MATA;SIM;SIM
27219;2701100;BRANQUINHA;AL;27;AL_BRANQUINHA;SIM;SIM
27235;2701209;CACIMBINHAS;AL;27;AL_CACIMBINHAS;SIM;SIM
27251;2701308;CAJUEIRO;AL;27;AL_CAJUEIRO;SIM;SIM
27081;2701357;CAMPESTRE;AL;27;AL_CAMPESTRE;SIM;SIM
27278;2701407;CAMPO ALEGRE;AL;27;AL_CAMPO ALEGRE;SIM;SIM
27294;2701506;CAMPO GRANDE;AL;27;AL_CAMPO GRANDE;SIM;SIM
27316;2701605;CANAPI;AL;27;AL_CANAPI;SIM;SIM
27332;2701704;CAPELA;AL;27;AL_CAPELA;SIM;SIM
27359;2701803;CARNEIROS;AL;27;AL_CARNEIROS;SIM;SIM
27375;2701902;CHA PRETA;AL;27;AL_CHA PRETA;SIM;SIM
27391;2702009;COITE DO NOIA;AL;27;AL_COITE DO NOIA;SIM;SIM
27413;2702108;COLONIA LEOPOLDINA;AL;27;AL_COLONIA LEOPOLDINA;SIM;SIM
27430;2702207;COQUEIRO SECO;AL;27;AL_COQUEIRO SECO;SIM;SIM
27456;2702306;CORURIPE;AL;27;AL_CORURIPE;SIM;SIM
28894;2702355;CRAIBAS;AL;27;AL_CRAIBAS;SIM;SIM
27472;2702405;DELMIRO GOUVEIA;AL;27;AL_DELMIRO GOUVEIA;SIM;SIM
27499;2702504;DOIS RIACHOS;AL;27;AL_DOIS RIACHOS;SIM;SIM
27049;2702553;ESTRELA DE ALAGOAS;AL;27;AL_ESTRELA DE ALAGOAS;SIM;SIM
27510;2702603;FEIRA GRANDE;AL;27;AL_FEIRA GRANDE;SIM;SIM
27537;2702702;FELIZ DESERTO;AL;27;AL_FELIZ DESERTO;SIM;SIM
27553;2702801;FLEXEIRAS;AL;27;AL_FLEXEIRAS;SIM;SIM
27570;2702900;GIRAU DO PONCIANO;AL;27;AL_GIRAU DO PONCIANO;SIM;SIM
27596;2703007;IBATEGUARA;AL;27;AL_IBATEGUARA;SIM;SIM
27618;2703106;IGACI;AL;27;AL_IGACI;SIM;SIM
27634;2703205;IGREJA NOVA;AL;27;AL_IGREJA NOVA;SIM;SIM
27650;2703304;INHAPI;AL;27;AL_INHAPI;SIM;SIM
27677;2703403;JACARE DOS HOMENS;AL;27;AL_JACARE DOS HOMENS;SIM;SIM
27693;2703502;JACUIPE;AL;27;AL_JACUIPE;SIM;SIM
27715;2703601;JAPARATINGA;AL;27;AL_JAPARATINGA;SIM;SIM
27731;2703700;JARAMATAIA;AL;27;AL_JARAMATAIA;SIM;SIM
27065;2703759;JEQUIA DA PRAIA;AL;27;AL_JEQUIA DA PRAIA;SIM;SIM
27758;2703809;JOAQUIM GOMES;AL;27;AL_JOAQUIM GOMES;SIM;SIM
