TSEcod;IBGEcod;Municipio;UF;COD_UF_IBGE;UF_MUN;MAPA_2010;ELE_MUN_2008
40584;3152170;PONTO DOS VOLANTES;MG;31;MG_PONTO DOS VOLANTES;SIM;SIM
50431;3152204;PORTEIRINHA;MG;31;MG_PORTEIRINHA;SIM;SIM
50458;3152303;PORTO FIRME;MG;31;MG_PORTO FIRME;SIM;SIM
50474;3152402;POTE;MG;31;MG_POTE;SIM;SIM
50490;3152501;POUSO ALEGRE;MG;31;MG_POUSO ALEGRE;SIM;SIM
50512;3152600;POUSO ALTO;MG;31;MG_POUSO ALTO;SIM;SIM
50539;3152709;PRADOS;MG;31;MG_PRADOS;SIM;SIM
50555;3152808;PRATA;MG;31;MG_PRATA;SIM;SIM
50571;3152907;PRATAPOLIS;MG;31;MG_PRATAPOLIS;SIM;SIM
50598;3153004;PRATINHA;MG;31;MG_PRATINHA;SIM;SIM
50610;3153103;PRESIDENTE BERNARDES;MG;31;MG_PRESIDENTE BERNARDES;SIM;SIM
50636;3153202;PRESIDENTE JUSCELINO;MG;31;MG_PRESIDENTE JUSCELINO;SIM;SIM
50652;3153301;PRESIDENTE KUBITSCHEK;MG;31;MG_PRESIDENTE KUBITSCHEK;SIM;SIM
50679;3153400;PRESIDENTE OLEGARIO;MG;31;MG_PRESIDENTE OLEGARIO;SIM;SIM
50695;3153509;ALTO JEQUITIBA;MG;31;MG_ALTO JEQUITIBA;SIM;SIM
50717;3153608;PRUDENTE DE MORAIS;MG;31;MG_PRUDENTE DE MORAIS;SIM;SIM
50733;3153707;QUARTEL GERAL;MG;31;MG_QUARTEL GERAL;SIM;SIM
50750;3153806;QUELUZITA;MG;31;MG_QUELUZITA;SIM;SIM
50776;3153905;RAPOSOS;MG;31;MG_RAPOSOS;SIM;SIM
50792;3154002;RAUL SOARES;MG;31;MG_RAUL SOARES;SIM;SIM
50814;3154101;RECREIO;MG;31;MG_RECREIO;SIM;SIM
41424;3154150;REDUTO;MG;31;MG_REDUTO;SIM;SIM
50830;3154200;RESENDE COSTA;MG;31;MG_RESENDE COSTA;SIM;SIM
50857;3154309;RESPLENDOR;MG;31;MG_RESPLENDOR;SIM;SIM
50873;3154408;RESSAQUINHA;MG;31;MG_RESSAQUINHA;SIM;SIM
40606;3154457;RIACHINHO;MG;31;MG_RIACHINHO;SIM;SIM
50890;3154507;RIACHO DOS MACHADOS;MG;31;MG_RIACHO DOS MACHADOS;SIM;SIM
50911;3154606;RIBEIRAO DAS NEVES;MG;31;MG_RIBEIRAO DAS NEVES;SIM;SIM
50938;3154705;RIBEIRAO VERMELHO;MG;31;MG_RIBEIRAO VERMELHO;SIM;SIM
50954;3154804;RIO ACIMA;MG;31;MG_RIO ACIMA;SIM;SIM
50970;3154903;RIO CASCA;MG;31;MG_RIO CASCA;SIM;SIM
50997;3155009;RIO DOCE;MG;31;MG_RIO DOCE;SIM;SIM
51012;3155108;RIO DO PRADO;MG;31;MG_RIO DO PRADO;SIM;SIM
51039;3155207;RIO ESPERA;MG;31;MG_RIO ESPERA;SIM;SIM
51055;3155306;RIO MANSO;MG;31;MG_RIO MANSO;SIM;SIM
51071;3155405;RIO NOVO;MG;31;MG_RIO NOVO;SIM;SIM
51098;3155504;RIO PARANAIBA;MG;31;MG_RIO PARANAIBA;SIM;SIM
51110;3155603;RIO PARDO DE MINAS;MG;31;MG_RIO PARDO DE MINAS;SIM;SIM
51136;3155702;RIO PIRACICABA;MG;31;MG_RIO PIRACICABA;SIM;SIM
51152;3155801;RIO POMBA;MG;31;MG_RIO POMBA;SIM;SIM
51179;3155900;RIO PRETO;MG;31;MG_RIO PRETO;SIM;SIM
51195;3156007;RIO VERMELHO;MG;31;MG_RIO VERMELHO;SIM;SIM
51217;3156106;RITAPOLIS;MG;31;MG_RITAPOLIS;SIM;SIM
51233;3156205;ROCHEDO DE MINAS;MG;31;MG_ROCHEDO DE MINAS;SIM;SIM
51250;3156304;RODEIRO;MG;31;MG_RODEIRO;SIM;SIM
51276;3156403;ROMARIA;MG;31;MG_ROMARIA;SIM;SIM
40622;3156452;ROSARIO DA LIMEIRA;MG;31;MG_ROSARIO DA LIMEIRA;SIM;SIM
51292;3156502;RUBELITA;MG;31;MG_RUBELITA;SIM;SIM
51314;3156601;RUBIM;MG;31;MG_RUBIM;SIM;SIM
51330;3156700;SABARA;MG;31;MG_SABARA;SIM;SIM
51357;3156809;SABINOPOLIS;MG;31;MG_SABINOPOLIS;SIM;SIM
51373;3156908;SACRAMENTO;MG;31;MG_SACRAMENTO;SIM;SIM
51390;3157005;SALINAS;MG;31;MG_SALINAS;SIM;SIM
51411;3157104;SALTO DA DIVISA;MG;31;MG_SALTO DA DIVISA;SIM;SIM
51438;3157203;SANTA BARBARA;MG;31;MG_SANTA BARBARA;SIM;SIM
40649;3157252;SANTA BARBARA DO LESTE;MG;31;MG_SANTA BARBARA DO LESTE;SIM;SIM
41440;3157278;SANTA BARBARA DO MONTE VE;MG;31;MG_SANTA BARBARA DO MONTE VE;SIM;SIM
51454;3157302;SANTA BARBARA DO TUGURIO;MG;31;MG_SANTA BARBARA DO TUGURIO;SIM;SIM
41467;3157336;SANTA CRUZ DE MINAS;MG;31;MG_SANTA CRUZ DE MINAS;SIM;SIM
41483;3157377;SANTA CRUZ DE SALINAS;MG;31;MG_SANTA CRUZ DE SALINAS;SIM;SIM
51470;3157401;SANTA CRUZ DO ESCALVADO;MG;31;MG_SANTA CRUZ DO ESCALVADO;SIM;SIM
51497;3157500;SANTA EFIGENIA DE MINAS;MG;31;MG_SANTA EFIGENIA DE MINAS;SIM;SIM
51519;3157609;SANTA FE DE MINAS;MG;31;MG_SANTA FE DE MINAS;SIM;SIM
41505;3157658;SANTA HELENA DE MINAS;MG;31;MG_SANTA HELENA DE MINAS;SIM;SIM
51535;3157708;SANTA JULIANA;MG;31;MG_SANTA JULIANA;SIM;SIM
51551;3157807;SANTA LUZIA;MG;31;MG_SANTA LUZIA;SIM;SIM
51578;3157906;SANTA MARGARIDA;MG;31;MG_SANTA MARGARIDA;SIM;SIM
51594;3158003;SANTA MARIA DE ITABIRA;MG;31;MG_SANTA MARIA DE ITABIRA;SIM;SIM
51616;3158102;SANTA MARIA DO SALTO;MG;31;MG_SANTA MARIA DO SALTO;SIM;SIM
51632;3158201;SANTA MARIA DO SUACUI;MG;31;MG_SANTA MARIA DO SUACUI;SIM;SIM
51659;3158300;SANTANA DA VARGEM;MG;31;MG_SANTANA DA VARGEM;SIM;SIM
51675;3158409;SANTANA DE CATAGUASES;MG;31;MG_SANTANA DE CATAGUASES;SIM;SIM
51691;3158508;SANTANA DE PIRAPAMA;MG;31;MG_SANTANA DE PIRAPAMA;SIM;SIM
51713;3158607;SANTANA DO DESERTO;MG;31;MG_SANTANA DO DESERTO;SIM;SIM
51730;3158706;SANTANA DO GARAMBEU;MG;31;MG_SANTANA DO GARAMBEU;SIM;SIM
51756;3158805;SANTANA DO JACARE;MG;31;MG_SANTANA DO JACARE;SIM;SIM
51772;3158904;SANTANA DO MANHUACU;MG;31;MG_SANTANA DO MANHUACU;SIM;SIM
40681;3158953;SANTANA DO PARAISO;MG;31;MG_SANTANA DO PARAISO;SIM;SIM
51799;3159001;SANTANA DO RIACHO;MG;31;MG_SANTANA DO RIACHO;SIM;SIM
51810;3159100;SANTANA DOS MONTES;MG;31;MG_SANTANA DOS MONTES;SIM;SIM
51837;3159209;SANTA RITA DE CALDAS;MG;31;MG_SANTA RITA DE CALDAS;SIM;SIM
51853;3159308;SANTA RITA DE JACUTINGA;MG;31;MG_SANTA RITA DE JACUTINGA;SIM;SIM
40665;3159357;SANTA RITA DE MINAS;MG;31;MG_SANTA RITA DE MINAS;SIM;SIM
51870;3159407;SANTA RITA DO IBITIPOCA;MG;31;MG_SANTA RITA DO IBITIPOCA;SIM;SIM
51896;3159506;SANTA RITA DO ITUETO;MG;31;MG_SANTA RITA DO ITUETO;SIM;SIM
51918;3159605;SANTA RITA DO SAPUCAI;MG;31;MG_SANTA RITA DO SAPUCAI;SIM;SIM
51934;3159704;SANTA ROSA DA SERRA;MG;31;MG_SANTA ROSA DA SERRA;SIM;SIM
51950;3159803;SANTA VITORIA;MG;31;MG_SANTA VITORIA;SIM;SIM
51977;3159902;SANTO ANTONIO DO AMPARO;MG;31;MG_SANTO ANTONIO DO AMPARO;SIM;SIM
51993;3160009;SANTO ANTONIO DO AVENTURE;MG;31;MG_SANTO ANTONIO DO AVENTURE;SIM;SIM
52019;3160108;SANTO ANTONIO DO GRAMA;MG;31;MG_SANTO ANTONIO DO GRAMA;SIM;SIM
52035;3160207;SANTO ANTONIO DO ITAMBE;MG;31;MG_SANTO ANTONIO DO ITAMBE;SIM;SIM
52051;3160306;SANTO ANTONIO DO JACINTO;MG;31;MG_SANTO ANTONIO DO JACINTO;SIM;SIM
52078;3160405;SANTO ANTONIO DO MONTE;MG;31;MG_SANTO ANTONIO DO MONTE;SIM;SIM
41521;3160454;SANTO ANTONIO DO RETIRO;MG;31;MG_SANTO ANTONIO DO RETIRO;SIM;SIM
52094;3160504;SANTO ANTONIO DO RIO ABAI;MG;31;MG_SANTO ANTONIO DO RIO ABAI;SIM;SIM
52116;3160603;SANTO HIPOLITO;MG;31;MG_SANTO HIPOLITO;SIM;SIM
52132;3160702;SANTOS DUMONT;MG;31;MG_SANTOS DUMONT;SIM;SIM
52159;3160801;SAO BENTO ABADE;MG;31;MG_SAO BENTO ABADE;SIM;SIM
52175;3160900;SAO BRAS DO SUACUI;MG;31;MG_SAO BRAS DO SUACUI;SIM;SIM
41548;3160959;SAO DOMINGOS DAS DORES;MG;31;MG_SAO DOMINGOS DAS DORES;SIM;SIM
52191;3161007;SAO DOMINGOS DO PRATA;MG;31;MG_SAO DOMINGOS DO PRATA;SIM;SIM
41564;3161056;SAO FELIX DE MINAS;MG;31;MG_SAO FELIX DE MINAS;SIM;SIM
52213;3161106;SAO FRANCISCO;MG;31;MG_SAO FRANCISCO;SIM;SIM
52230;3161205;SAO FRANCISCO DE PAULA;MG;31;MG_SAO FRANCISCO DE PAULA;SIM;SIM
52256;3161304;SAO FRANCISCO DE SALES;MG;31;MG_SAO FRANCISCO DE SALES;SIM;SIM
52272;3161403;SAO FRANCISCO DO GLORIA;MG;31;MG_SAO FRANCISCO DO GLORIA;SIM;SIM
52299;3161502;SAO GERALDO;MG;31;MG_SAO GERALDO;SIM;SIM
52310;3161601;SAO GERALDO DA PIEDADE;MG;31;MG_SAO GERALDO DA PIEDADE;SIM;SIM
41580;3161650;SAO GERALDO DO BAIXIO;MG;31;MG_SAO GERALDO DO BAIXIO;SIM;SIM
52337;3161700;SAO GONCALO DO ABAETE;MG;31;MG_SAO GONCALO DO ABAETE;SIM;SIM
52353;3161809;SAO GONCALO DO PARA;MG;31;MG_SAO GONCALO DO PARA;SIM;SIM
52370;3161908;SAO GONCALO DO RIO ABAIXO;MG;31;MG_SAO GONCALO DO RIO ABAIXO;SIM;SIM
52396;3162005;SAO GONCALO DO SAPUCAI;MG;31;MG_SAO GONCALO DO SAPUCAI;SIM;SIM
52418;3162104;SAO GOTARDO;MG;31;MG_SAO GOTARDO;SIM;SIM
52434;3162203;SAO JOAO BATISTA DO GLORI;MG;31;MG_SAO JOAO BATISTA DO GLORI;SIM;SIM
40703;3162252;SAO JOAO DA LAGOA;MG;31;MG_SAO JOAO DA LAGOA;SIM;SIM
52450;3162302;SAO JOAO DA MATA;MG;31;MG_SAO JOAO DA MATA;SIM;SIM
52477;3162401;SAO JOAO DA PONTE;MG;31;MG_SAO JOAO DA PONTE;SIM;SIM
41602;3162450;SAO JOAO DAS MISSOES;MG;31;MG_SAO JOAO DAS MISSOES;SIM;SIM
52493;3162500;SAO JOAO DEL REI;MG;31;MG_SAO JOAO DEL REI;SIM;SIM
40720;3162559;SAO JOAO DO MANHUACU;MG;31;MG_SAO JOAO DO MANHUACU;SIM;SIM
40746;3162575;SAO JOAO DO MANTENINHA;MG;31;MG_SAO JOAO DO MANTENINHA;SIM;SIM
52515;3162609;SAO JOAO DO ORIENTE;MG;31;MG_SAO JOAO DO ORIENTE;SIM;SIM
40762;3162658;SAO JOAO DO PACUI;MG;31;MG_SAO JOAO DO PACUI;SIM;SIM
52531;3162708;SAO JOAO DO PARAISO;MG;31;MG_SAO JOAO DO PARAISO;SIM;SIM
52558;3162807;SAO JOAO EVANGELISTA;MG;31;MG_SAO JOAO EVANGELISTA;SIM;SIM
52574;3162906;SAO JOAO NEPOMUCENO;MG;31;MG_SAO JOAO NEPOMUCENO;SIM;SIM
41629;3162922;SAO JOAQUIM DE BICAS;MG;31;MG_SAO JOAQUIM DE BICAS;SIM;SIM
41645;3162948;SAO JOSE DA BARRA;MG;31;MG_SAO JOSE DA BARRA;SIM;SIM
40789;3162955;SAO JOSE DA LAPA;MG;31;MG_SAO JOSE DA LAPA;SIM;SIM
52590;3163003;SAO JOSE DA SAFIRA;MG;31;MG_SAO JOSE DA SAFIRA;SIM;SIM
52612;3163102;SAO JOSE DA VARGINHA;MG;31;MG_SAO JOSE DA VARGINHA;SIM;SIM
52639;3163201;SAO JOSE DO ALEGRE;MG;31;MG_SAO JOSE DO ALEGRE;SIM;SIM
52655;3163300;SAO JOSE DO DIVINO;MG;31;MG_SAO JOSE DO DIVINO;SIM;SIM
52671;3163409;SAO JOSE DO GOIABAL;MG;31;MG_SAO JOSE DO GOIABAL;SIM;SIM
52698;3163508;SAO JOSE DO JACURI;MG;31;MG_SAO JOSE DO JACURI;SIM;SIM
52710;3163607;SAO JOSE DO MANTIMENTO;MG;31;MG_SAO JOSE DO MANTIMENTO;SIM;SIM
52736;3163706;SAO LOURENCO;MG;31;MG_SAO LOURENCO;SIM;SIM
52752;3163805;SAO MIGUEL DO ANTA;MG;31;MG_SAO MIGUEL DO ANTA;SIM;SIM
52779;3163904;SAO PEDRO DA UNIAO;MG;31;MG_SAO PEDRO DA UNIAO;SIM;SIM
52795;3164001;SAO PEDRO DOS FERROS;MG;31;MG_SAO PEDRO DOS FERROS;SIM;SIM
52817;3164100;SAO PEDRO DO SUACUI;MG;31;MG_SAO PEDRO DO SUACUI;SIM;SIM
52833;3164209;SAO ROMAO;MG;31;MG_SAO ROMAO;SIM;SIM
52850;3164308;SAO ROQUE DE MINAS;MG;31;MG_SAO ROQUE DE MINAS;SIM;SIM
52876;3164407;SAO SEBASTIAO DA BELA VIS;MG;31;MG_SAO SEBASTIAO DA BELA VIS;SIM;SIM
42340;3164431;SAO SEBASTIAO DA VARGEM A;MG;31;MG_SAO SEBASTIAO DA VARGEM A;SIM;SIM
42366;3164472;SAO SEBASTIAO DO ANTA;MG;31;MG_SAO SEBASTIAO DO ANTA;SIM;SIM
52892;3164506;SAO SEBASTIAO DO MARANHAO;MG;31;MG_SAO SEBASTIAO DO MARANHAO;SIM;SIM
52914;3164605;SAO SEBASTIAO DO OESTE;MG;31;MG_SAO SEBASTIAO DO OESTE;SIM;SIM
52930;3164704;SAO SEBASTIAO DO PARAISO;MG;31;MG_SAO SEBASTIAO DO PARAISO;SIM;SIM
52957;3164803;SAO SEBASTIAO DO RIO PRET;MG;31;MG_SAO SEBASTIAO DO RIO PRET;SIM;SIM
52973;3164902;SAO SEBASTIAO DO RIO VERD;MG;31;MG_SAO SEBASTIAO DO RIO VERD;SIM;SIM
52990;3165008;SAO TIAGO;MG;31;MG_SAO TIAGO;SIM;SIM
53015;3165107;SAO TOMAS DE AQUINO;MG;31;MG_SAO TOMAS DE AQUINO;SIM;SIM
53031;3165206;SAO TOME DAS LETRAS;MG;31;MG_SAO TOME DAS LETRAS;SIM;SIM
53058;3165305;SAO VICENTE DE MINAS;MG;31;MG_SAO VICENTE DE MINAS;SIM;SIM
53074;3165404;SAPUCAI MIRIM;MG;31;MG_SAPUCAI MIRIM;SIM;SIM
53090;3165503;SARDOA;MG;31;MG_SARDOA;SIM;SIM
40800;3165537;SARZEDO;MG;31;MG_SARZEDO;SIM;SIM
42404;3165552;SETUBINHA;MG;31;MG_SETUBINHA;SIM;SIM
40827;3165560;SEM PEIXE;MG;31;MG_SEM PEIXE;SIM;SIM
40843;3165578;SENADOR AMARAL;MG;31;MG_SENADOR AMARAL;SIM;SIM
53112;3165602;SENADOR CORTES;MG;31;MG_SENADOR CORTES;SIM;SIM
53139;3165701;SENADOR FIRMINO;MG;31;MG_SENADOR FIRMINO;SIM;SIM
53155;3165800;SENADOR JOSE BENTO;MG;31;MG_SENADOR JOSE BENTO;SIM;SIM
53171;3165909;SENADOR MODESTINO GONCALV;MG;31;MG_SENADOR MODESTINO GONCALV;SIM;SIM
53198;3166006;SENHORA DE OLIVEIRA;MG;31;MG_SENHORA DE OLIVEIRA;SIM;SIM
53210;3166105;SENHORA DO PORTO;MG;31;MG_SENHORA DO PORTO;SIM;SIM
53236;3166204;SENHORA DOS REMEDIOS;MG;31;MG_SENHORA DOS REMEDIOS;SIM;SIM
53252;3166303;SERICITA;MG;31;MG_SERICITA;SIM;SIM
53279;3166402;SERITINGA;MG;31;MG_SERITINGA;SIM;SIM
53295;3166501;SERRA AZUL DE MINAS;MG;31;MG_SERRA AZUL DE MINAS;SIM;SIM
53317;3166600;SERRA DA SAUDADE;MG;31;MG_SERRA DA SAUDADE;SIM;SIM
53333;3166709;SERRA DOS AIMORES;MG;31;MG_SERRA DOS AIMORES;SIM;SIM
53350;3166808;SERRA DO SALITRE;MG;31;MG_SERRA DO SALITRE;SIM;SIM
53376;3166907;SERRANIA;MG;31;MG_SERRANIA;SIM;SIM
42382;3166956;SERRANOPOLIS DE MINAS;MG;31;MG_SERRANOPOLIS DE MINAS;SIM;SIM
53392;3167004;SERRANOS;MG;31;MG_SERRANOS;SIM;SIM
53414;3167103;SERRO;MG;31;MG_SERRO;SIM;SIM
53430;3167202;SETE LAGOAS;MG;31;MG_SETE LAGOAS;SIM;SIM
53457;3167301;SILVEIRANIA;MG;31;MG_SILVEIRANIA;SIM;SIM
53473;3167400;SILVIANOPOLIS;MG;31;MG_SILVIANOPOLIS;SIM;SIM
53490;3167509;SIMAO PEREIRA;MG;31;MG_SIMAO PEREIRA;SIM;SIM
53511;3167608;SIMONESIA;MG;31;MG_SIMONESIA;SIM;SIM
53538;3167707;SOBRALIA;MG;31;MG_SOBRALIA;SIM;SIM
53554;3167806;SOLEDADE DE MINAS;MG;31;MG_SOLEDADE DE MINAS;SIM;SIM
53570;3167905;TABULEIRO;MG;31;MG_TABULEIRO;SIM;SIM
53597;3168002;TAIOBEIRAS;MG;31;MG_TAIOBEIRAS;SIM;SIM
42420;3168051;TAPARUBA;MG;31;MG_TAPARUBA;SIM;SIM
53619;3168101;TAPIRA;MG;31;MG_TAPIRA;SIM;SIM
53635;3168200;TAPIRAI;MG;31;MG_TAPIRAI;SIM;SIM
53651;3168309;TAQUARACU DE MINAS;MG;31;MG_TAQUARACU DE MINAS;SIM;SIM
53678;3168408;TARUMIRIM;MG;31;MG_TARUMIRIM;SIM;SIM
53694;3168507;TEIXEIRAS;MG;31;MG_TEIXEIRAS;SIM;SIM
53716;3168606;TEOFILO OTONI;MG;31;MG_TEOFILO OTONI;SIM;SIM
53732;3168705;TIMOTEO;MG;31;MG_TIMOTEO;SIM;SIM
53759;3168804;TIRADENTES;MG;31;MG_TIRADENTES;SIM;SIM
53775;3168903;TIROS;MG;31;MG_TIROS;SIM;SIM
53791;3169000;TOCANTINS;MG;31;MG_TOCANTINS;SIM;SIM
42587;3169059;TOCOS DO MOJI;MG;31;MG_TOCOS DO MOJI;SIM;SIM
53813;3169109;TOLEDO;MG;31;MG_TOLEDO;SIM;SIM
53830;3169208;TOMBOS;MG;31;MG_TOMBOS;SIM;SIM
53856;3169307;TRES CORACOES;MG;31;MG_TRES CORACOES;SIM;SIM
41157;3169356;TRES MARIAS;MG;31;MG_TRES MARIAS;SIM;SIM
53872;3169406;TRES PONTAS;MG;31;MG_TRES PONTAS;SIM;SIM
53899;3169505;TUMIRITINGA;MG;31;MG_TUMIRITINGA;SIM;SIM
53910;3169604;TUPACIGUARA;MG;31;MG_TUPACIGUARA;SIM;SIM
53937;3169703;TURMALINA;MG;31;MG_TURMALINA;SIM;SIM
53953;3169802;TURVOLANDIA;MG;31;MG_TURVOLANDIA;SIM;SIM
53970;3169901;UBA;MG;31;MG_UBA;SIM;SIM
53996;3170008;UBAI;MG;31;MG_UBAI;SIM;SIM
40860;3170057;UBAPORANGA;MG;31;MG_UBAPORANGA;SIM;SIM
54011;3170107;UBERABA;MG;31;MG_UBERABA;SIM;SIM
54038;3170206;UBERLANDIA;MG;31;MG_UBERLANDIA;SIM;SIM
54054;3170305;UMBURATIBA;MG;31;MG_UMBURATIBA;SIM;SIM
54070;3170404;UNAI;MG;31;MG_UNAI;SIM;SIM
42447;3170438;UNIAO DE MINAS;MG;31;MG_UNIAO DE MINAS;SIM;SIM
42463;3170479;URUANA DE MINAS;MG;31;MG_URUANA DE MINAS;SIM;SIM
54097;3170503;URUCANIA;MG;31;MG_URUCANIA;SIM;SIM
40886;3170529;URUCUIA;MG;31;MG_URUCUIA;SIM;SIM
40908;3170578;VARGEM ALEGRE;MG;31;MG_VARGEM ALEGRE;SIM;SIM
54119;3170602;VARGEM BONITA;MG;31;MG_VARGEM BONITA;SIM;SIM
42480;3170651;VARGEM GRANDE DO RIO PARD;MG;31;MG_VARGEM GRANDE DO RIO PARD;SIM;SIM
54135;3170701;VARGINHA;MG;31;MG_VARGINHA;SIM;SIM
42501;3170750;VARJAO DE MINAS;MG;31;MG_VARJAO DE MINAS;SIM;SIM
54151;3170800;VARZEA DA PALMA;MG;31;MG_VARZEA DA PALMA;SIM;SIM
54178;3170909;VARZELANDIA;MG;31;MG_VARZELANDIA;SIM;SIM
54194;3171006;VAZANTE;MG;31;MG_VAZANTE;SIM;SIM
42528;3171030;VERDELANDIA;MG;31;MG_VERDELANDIA;SIM;SIM
42544;3171071;VEREDINHA;MG;31;MG_VEREDINHA;SIM;SIM
54232;3171105;VERISSIMO;MG;31;MG_VERISSIMO;SIM;SIM
42560;3171154;VERMELHO NOVO;MG;31;MG_VERMELHO NOVO;SIM;SIM
54259;3171204;VESPASIANO;MG;31;MG_VESPASIANO;SIM;SIM
54275;3171303;VICOSA;MG;31;MG_VICOSA;SIM;SIM
54291;3171402;VIEIRAS;MG;31;MG_VIEIRAS;SIM;SIM
54313;3171501;MATHIAS LOBATO;MG;31;MG_MATHIAS LOBATO;SIM;SIM
54330;3171600;VIRGEM DA LAPA;MG;31;MG_VIRGEM DA LAPA;SIM;SIM
54356;3171709;VIRGINIA;MG;31;MG_VIRGINIA;SIM;SIM
54372;3171808;VIRGINOPOLIS;MG;31;MG_VIRGINOPOLIS;SIM;SIM
54399;3171907;VIRGOLANDIA;MG;31;MG_VIRGOLANDIA;SIM;SIM
54410;3172004;VISCONDE DO RIO BRANCO;MG;31;MG_VISCONDE DO RIO BRANCO;SIM;SIM
54437;3172103;VOLTA GRANDE;MG;31;MG_VOLTA GRANDE;SIM;SIM
54216;3172202;WENCESLAU BRAZ;MG;31;MG_WENCESLAU BRAZ;SIM;SIM
56014;3200102;AFONSO CLAUDIO;ES;32;ES_AFONSO CLAUDIO;SIM;SIM
57991;3200136;AGUIA BRANCA;ES;32;ES_AGUIA BRANCA;SIM;SIM
56022;3200169;AGUA DOCE DO NORTE;ES;32;ES_AGUA DOCE DO NORTE;SIM;SIM
56030;3200201;ALEGRE;ES;32;ES_ALEGRE;SIM;SIM
56057;3200300;ALFREDO CHAVES;ES;32;ES_ALFREDO CHAVES;SIM;SIM
56065;3200359;ALTO RIO NOVO;ES;32;ES_ALTO RIO NOVO;SIM;SIM
56073;3200409;ANCHIETA;ES;32;ES_ANCHIETA;SIM;SIM
56090;3200508;APIACA;ES;32;ES_APIACA;SIM;SIM
56111;3200607;ARACRUZ;ES;32;ES_ARACRUZ;SIM;SIM
56138;3200706;ATILIO VIVACQUA;ES;32;ES_ATILIO VIVACQUA;SIM;SIM
56154;3200805;BAIXO GUANDU;ES;32;ES_BAIXO GUANDU;SIM;SIM
56170;3200904;BARRA DE SAO FRANCISCO;ES;32;ES_BARRA DE SAO FRANCISCO;SIM;SIM
56197;3201001;BOA ESPERANCA;ES;32;ES_BOA ESPERANCA;SIM;SIM
56219;3201100;BOM JESUS DO NORTE;ES;32;ES_BOM JESUS DO NORTE;SIM;SIM
56146;3201159;BREJETUBA;ES;32;ES_BREJETUBA;SIM;SIM
56235;3201209;CACHOEIRO DE ITAPEMIRIM;ES;32;ES_CACHOEIRO DE ITAPEMIRIM;SIM;SIM
56251;3201308;CARIACICA;ES;32;ES_CARIACICA;SIM;SIM
56278;3201407;CASTELO;ES;32;ES_CASTELO;SIM;SIM
56294;3201506;COLATINA;ES;32;ES_COLATINA;SIM;SIM
56316;3201605;CONCEICAO DA BARRA;ES;32;ES_CONCEICAO DA BARRA;SIM;SIM
56332;3201704;CONCEICAO DO CASTELO;ES;32;ES_CONCEICAO DO CASTELO;SIM;SIM
56359;3201803;DIVINO DE SAO LOURENCO;ES;32;ES_DIVINO DE SAO LOURENCO;SIM;SIM
56375;3201902;DOMINGOS MARTINS;ES;32;ES_DOMINGOS MARTINS;SIM;SIM
56391;3202009;DORES DO RIO PRETO;ES;32;ES_DORES DO RIO PRETO;SIM;SIM
56413;3202108;ECOPORANGA;ES;32;ES_ECOPORANGA;SIM;SIM
56430;3202207;FUNDAO;ES;32;ES_FUNDAO;SIM;SIM
56308;3202256;GOVERNADOR LINDENBERG;ES;32;ES_GOVERNADOR LINDENBERG;SIM;SIM
56456;3202306;GUACUI;ES;32;ES_GUACUI;SIM;SIM
56472;3202405;GUARAPARI;ES;32;ES_GUARAPARI;SIM;SIM
57096;3202454;IBATIBA;ES;32;ES_IBATIBA;SIM;SIM
56499;3202504;IBIRACU;ES;32;ES_IBIRACU;SIM;SIM
56502;3202553;IBITIRAMA;ES;32;ES_IBITIRAMA;SIM;SIM
56510;3202603;ICONHA;ES;32;ES_ICONHA;SIM;SIM
56049;3202652;IRUPI;ES;32;ES_IRUPI;SIM;SIM
56537;3202702;ITAGUACU;ES;32;ES_ITAGUACU;SIM;SIM
56553;3202801;ITAPEMIRIM;ES;32;ES_ITAPEMIRIM;SIM;SIM
56570;3202900;ITARANA;ES;32;ES_ITARANA;SIM;SIM
56596;3203007;IUNA;ES;32;ES_IUNA;SIM;SIM
57134;3203056;JAGUARE;ES;32;ES_JAGUARE;SIM;SIM
56618;3203106;JERONIMO MONTEIRO;ES;32;ES_JERONIMO MONTEIRO;SIM;SIM
56626;3203130;JOAO NEIVA;ES;32;ES_JOAO NEIVA;SIM;SIM
57916;3203163;LARANJA DA TERRA;ES;32;ES_LARANJA DA TERRA;SIM;SIM
56634;3203205;LINHARES;ES;32;ES_LINHARES;SIM;SIM
56650;3203304;MANTENOPOLIS;ES;32;ES_MANTENOPOLIS;SIM;SIM
56120;3203320;MARATAIZES;ES;32;ES_MARATAIZES;SIM;SIM
56103;3203346;MARECHAL FLORIANO;ES;32;ES_MARECHAL FLORIANO;SIM;SIM
57070;3203353;MARILANDIA;ES;32;ES_MARILANDIA;SIM;SIM
56677;3203403;MIMOSO DO SUL;ES;32;ES_MIMOSO DO SUL;SIM;SIM
56693;3203502;MONTANHA;ES;32;ES_MONTANHA;SIM;SIM
56715;3203601;MUCURICI;ES;32;ES_MUCURICI;SIM;SIM
56731;3203700;MUNIZ FREIRE;ES;32;ES_MUNIZ FREIRE;SIM;SIM
56758;3203809;MUQUI;ES;32;ES_MUQUI;SIM;SIM
56774;3203908;NOVA VENECIA;ES;32;ES_NOVA VENECIA;SIM;SIM
56790;3204005;PANCAS;ES;32;ES_PANCAS;SIM;SIM
